codfornec,nome,nomefantasia,bairro,cep,campolivre1,campolivre2,cgccpf,codcidade,codtipo,contacx,contato,ctctbred,endereco,estado,fax,fone,inscest,observacao,pessoa_fj,homepage,email,ativo,codcliente,celular,inscmunicipal,codmunicipio,tipofornece,comissao,complemento,numero,optantesimples,identificacao,caracteristica_tributaria,detalhe_regime,regimetributario
000486,AUTOVASF,AUTOVASF,SN,,,,36298357000145,01588,,,,,TRAVESSA DOS INDUSTRIRIOS,PE,,,,,J,,,S,,,,,1,0,,SN,,0,99,99,99
000487,INSTITUTO EUVALDO LODI,INSTITUTO EUVALDO LODI,ALTO CHEIROSO,,,,02777249000133,01588,,,,,AVENIDA 31 DE MARO,PE,,,,,J,,,S,,,,,1,0,,SN,,0,99,99,99
000488,CASA NETO LTDA,CASA NETO LTDA,BOMBA,56280000,,,24065229000504,01475,,,,,BR 316 KM24,PE,,8738731092,044310900,,J,,,S,00024653,,,,,0,LOJA GOODYEAR,950,,0,99,99,99
000489,AGILIZE - COMERCIO DE MATERIAIS CONTRA INCENDIO LT,AGILIZE - COMERCIO DE MATERIAIS CONTRA I,SANTOS DUMONT,48970000,,,12822198000178,02194,,,,,ROD BA 220,BA,,998131759,003437049,,J,,,S,,,,,,0,TERREO,843,,0,99,99,99
000490,SAAE,SAAE,CENTRO,48903440,,,14659593000107,02042,,,,,BARAO DE COTEGIPE,BA,,,,,J,,,S,,,,,1,0,,1,,0,99,99,99
000491,GARDEIS EQUIP.DE PROTECAO INDIVIDUA LTDA,GARDEIS EQUIP.DE PROTECAO INDIVIDUA LTDA,COHAB SAO FRANCISCO,56308420,,,33910350000144,01588,,,,,AV LUIS DE SOUZA,PE,,8738675726,083308164,,J,,,S,00034488,,,,,0,,80,,0,99,99,99
000492,PINHEIRO COMERCIO DE PNEUS EIRELI,PINHEIRO COMERCIO DE PNEUS EIRELI,VILA EULALIA,56320000,,,12057382000179,01588,,,,,AVENIDA SETE DE SETEMBRO,PE,,8738640864,062014315,,J,,,S,00005590,,,,,0,A,660,,0,99,99,99
000493,MEGA MAXI IMPORTACAO EIRELI,CINOY,CORDEIROS,88311715,,,41917700000122,04434,,,,,RUA HENRIQUE MICHELS JUNIOR,SC,,2127841600,261375296,,J,,,S,,,,,,0,SALA 40,300,,0,99,99,99
000494,MODEFER INDUSTRIA DE AUTO PECAS LTDA,MODEFER INDUSTRIA DE AUTO PECAS LTDA,TAMBORE,06460110,,,96624101000102,03329,,,,,ALAMEDA CAIAPOS,SP,,1120783939,206005423119,,J,,,S,01007562,,,,,0,,338,,0,99,99,99
000495,TELEACO COM. DE FERRO LTDA,TELEACO COM. DE FERRO LTDA,AREIA BRANCA,56330000,,,09101645000195,01588,,,,,AV SETE DE SETEMBRO,PE,,,035739070,,J,,,S,00030799,,,,,0,,122,,0,99,99,99
000496,BRISANET,BRISANET - INTERNET,V,,,,04601397000128,01600,,,,,SALGUEIRO,PE,,,,,J,,,S,,,,,1,0,,SN,,0,99,99,99
000497,YONIC IMPORTACAO E EXPORTACAO DE ARTIGOS DE BAZAR,CINOY,TIRADENTES,76824622,,,14218726000290,00017,,,,,AV. AMAZONAS,RO,,6932146125,00000005073642,,J,,,S,01012637,,,,,0,SALA D,7798,,0,99,99,99
000498,UNI DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,PARQUE DA FIGUEIRA,13140868,,,44340879000196,03675,,,,,R JOANA ANTONIOLLI SCARASSATTI,SP,,1937656000,513185987117,,J,,,S,01008032,,,,,0,,144,,0,99,99,99
000499,MAX GEAR IND. E COM. DE AUTOPECAS LTDA.,MAX GEAR,DISTRITO INDL I,12910691,,,02821683000173,03351,,,,,AVENIDA QUINZE DE DEZEMBRO,SP,,551134049400,225104920111,,J,,,S,01014861,,,,7,0,,1230,,0,99,99,99
000500,HBA HUTCHINSON BRASIL AUTOMOTIVE LTDA.,HBA HUTCHINSON BRASIL AUTOMOTIVE LTDA.,DIST.INDUSTRIAL,15910000,,,52850682001105,03615,,,,,AV.DR.JOSE DE PAULA EDUARDO,SP,,1632441300,461096084110,,J,,,S,,,,,,0,,1250,,0,99,99,99
000501,EUROPA COMERCIAL LTDA,EUROPA COMERCIAL LTDA,CIVIT II,29168081,,,32463085000130,03164,,,,,RUA DOIS,ES,,002730385999,081320973,,J,,,S,,,,,,0,Q5 LT13,13G,,0,99,99,99
000502,FAST LUBE FILTROS E PECAS EIRELI,JAPAN PARTS,SANTA FE,06278010,,,71810931000101,03652,,,,,AV. DR MAURO L. MONTEIRO,SP,,1136704400,120166448110,,J,,,S,,,,,,0,GP 8 BL I B,185,,0,99,99,99
000503,HWS CONFECCOES LTDA,CARRHEL,JARDIM EULINA,13063000,,,07693527000198,03373,,,,,RUA MARIO JUNQUEIRA DA SILVA,SP,,1932135124,244676702118,,J,,,S,,,,,,0,,1686,,0,99,99,99
000504,KRJ METAIS INDUSTRIA E COMERCIO LTDA,KRJ METAIS INDUSTRIA E COMERCIO LTDA,DISTRITO INDUSTRIAL,18560000,,,03917818000161,03505,,,,,AV MAESTRO LAZARO ROSA,SP,,01532663100,358061431114,,J,,,S,,,,,,0,,195,,0,99,99,99
000505,DARF INSS,,J,,,,,02042,,,,,N,BA,,,,,J,,,S,,,,,1,0,,SN,,0,99,99,99
000506,SIMPLES NACIONAL - IMPOSTO,,S,,,,,02042,,,,,D,BA,,,,,F,,,S,,,,,,0,,SN,,0,99,99,99
000507,MEGAMASSA PREP. DE MASSA DE CONC. LTDA,MEGAMASSA PREP. DE MASSA DE CONC. LTDA,OURO PRETO,56318610,,,26866021000188,01588,,,,,R ATAULFO ALVES,PE,,8738677394,070265798,,J,,,S,,,,,,0,,70,,0,99,99,99
000508,FATURA VISA - FRANCINETE,,V,,,,,01588,,,,,D,PE,,,,,F,,,S,,,,,,0,,5,,0,99,99,99
000509,NBB COMERCIO E INDUSTRIA DE PECAS AUTOMOTIVAS LTDA,RTA,JARDIM REBOUCAS,87083580,,,40541527000148,04118,,,,,RUA PIONEIRO SALVADOR KESSA,PR,,4432654620,9089779631,,J,,,S,,,,,,0,BARRACAO,341,,0,99,99,99
000510,FILTROS FAM LTDA,FILTROS FAM LTDA,CAPUAVA,09380190,,,73127573000154,03595,,,,,RUA DELFINO RIBEIRO GUIMARAES,SP,,1145436799,442176652111,,J,,,S,,,,,,0,,119,,0,99,99,99
000511,FGTS - EQUIPADORA,,A,48900000,,,00000000000000,05561,011,,,,A,DF,,,,,J,,,S,,,,,6,0,,6,,0,99,99,99
000512,FGTS - BEZERRAS,,T,48900000,,,11111111111111,05561,011,0202002,,,S,DF,,,,,J,,,S,,,,,6,0,,5,,0,99,99,99
000513,FGTS - AUTO CENTER,,H,48900000,,,22222222222222,05561,011,0202002,,,P,DF,,,,,J,,,S,,,,,6,0,,9,,0,99,99,99
000514,CONNECT SA,,A,48900000,,,,02042,010,,,,A,BA,,,,,F,,,S,,,,,,0,A,A,,0,99,99,99
000515,CONNECT SA,,A,48900000,,,00850820000172,02042,010,,",",,A,BA,,,1626230,,J,,,S,,,,,1,0,A,A,,0,99,99,99
000516,TC AUTO TECNICA LTDA,TC AUTO TECNICA LTDA,JARDIM CASA BLANCA,05846330,,,55567911000197,03827,,,,,RUA JAGUAJIRA,SP,,1158180966,111446780113,,J,,,S,,,,,,0,,79,,0,99,99,99
000517,BEZERRA E OLIV. COM. DE A. PECAS-L12,BEZERRA E OLIV. COM. DE A. PECAS-L12,MATA DOS LIMA,63180000,,,07221070001433,00911,,,,,AV. LEAO SAMPAIO,CE,,8831990200,069428689,,J,,,S,,,,,,0,GALPO I,4555,,0,99,99,99
000518,ARCA IND.COM.IMP.EXP.RETENTORES LTDA.,ARCA,DIST.IND.BRUNO VERARDINO,14876290,,,72026560000126,03541,,,,,AV. CAETANO BOARINI,SP,,1632092400,391038453117,NO TEM ESPECIAL,J,,,S,,,,,7,0,,71,,0,99,99,99
000519,MENDONCA E SANTANA LTDA,MENDONCA E SANTANA LTDA,VILA EULALIA,56320000,,,45029130000195,01588,,,,,AV. SETE DE SETEMBRO,PE,,8732029255,101801505,,J,,,S,00027517,,,,,0,,990A,,0,99,99,99
000520,MECANICA DO VALLE SERVICOS DE VEICULOS AUTOMOTORES,MECANICA DO VALLE SERVICOS DE VEICULOS A,OURO PRETO,56318000,,,22589265000100,01588,,,,,AVENIDA SETE DE SETEMBRO,PE,,8738673322,062717740,,J,,,S,00000096,,,,,0,,405,,0,99,99,99
000521,TRADICAO AUTO PECAS E SERVICOS LTDA - ME,TRADICAO AUTO PECAS E SERVICOS LTDA - ME,ANTONIO CASSIMIRO,56317200,,,19491195000148,01588,,,,,AV. FERNANDO FARIAS,PE,,8738623873,056004303,,J,,,S,00000928,,,,,0,,341,,0,99,99,99
000522,MARCILENE MARIA DE ANDRADE LUCENA SILVA - ME,MARCILENE MARIA DE ANDRADE LUCENA SILVA,ATRAS DA BANCA,56308210,,,69956191000166,01588,,,,,AVENIDA CORONEL CLEMENTINO COELHO,PE,,8738623002,019253508,,J,,,S,00000411,,,,,0,Loja,1062,,0,99,99,99
000523,JONMAR R. F. LIMA & CIA LTDA - ME,JONMAR R. F. LIMA & CIA LTDA - ME,CENTRO,44700000,,,14528269000150,02032,,,,,PRAA 2 DE JULHO,BA,,7436213420,003542349,,J,,,S,,,,,,0,SEDE,264,,0,99,99,99
000524,DESTAK EMBALAGENS EIRELI - EPP,DESTAK EMBALAGENS EIRELI - EPP,JOSE E MARIA,56320370,,,14187040000107,01588,,,,,AV SETE DE SETEMBRO,PE,,8738621011,045552797,,J,,,S,,,,,,0,,310,,0,99,99,99
000525,CARLOS PECAS E SERVICOS AUTOMOTIVO LTDA,CARLOS PECAS E SERVICOS AUTOMOTIVO LTDA,ATRAS DA BANCA,56308000,,,37765701000121,01588,,,,,AVENIDA CEL ANTONIO HONORATO VIANA,PE,,8730242813,089762797,,J,,,S,00023591,,,,,0,,319,,0,99,99,99
000526,INDUSTRIAS ARTEB LTDA,INDUSTRIAS ARTEB LTDA,VILA OLGA,09891903,,,62291380000207,03809,,,,,AV. PIRAPORINHA,SP,,1143411999,635013169114,,J,,,S,,,,,,0,,1221,,0,99,99,99
000527,DS SUPRIMENTOS LTDA ME,DS SUPRIMENTOS LTDA ME,VILA EDUARDO,56328010,,,15430638000130,01588,,,,,AV. DA INTEGRACAO,PE,,8730242881,048341274,,J,,,S,,,,,,0,,501,,0,99,99,99
000528,FORD,FORD,ASASASA,,,,,03807,,,,,DSDSF,SP,,,,,J,,,S,,,,,7,0,,54,,0,99,99,99
000529,MINAS CAR IND. E COM. DE PRODUTOS AUTOMOTIVOS,MINAS CAR IND. E COM. DE PRODUTOS AUTOMO,SERRARIA,09980030,,,43371935000197,03417,,,,,R PROFESSORA APARECIDA DONIZETE DE PAULA,SP,,1130421547,286690011112,,J,,,S,,,,,,0,,249,,0,99,99,99
000530,BEIRADEIRO COMERCIO DE PNEUS PECAS E SERVICOS LTDA,BEIRADEIRO PNEUS,N.S. APARECINA,56000000,,,35726839000196,01600,008,0202005,,,AV POETA LIVINO NETO,PE,,8738710864,086513451,,J,,a@gmail.com,S,02000719,87988116001,,,,0,,1435,,0,99,99,99
000531,LUCHETI LUBRIFICANTES   LT,LUCHETI LUBRIFICANTES   LT,JARDIM IGUATEMI,08485525,,,59160689000164,03827,,,,,RUA COLINA DE SAO MARCOS,SP,,1127328020,112167796115,,J,,,S,,,,,,0,,29,,0,99,99,99
000532,EFRARI IND.COM.IMP.EXP. AUTOPECAS LTDA,EFRARI IND.COM.IMP.EXP. AUTOPECAS LTDA,TABOAO,09672100,,,56995236000160,03809,,,,,RUA CHINA,SP,,1141781766,635087622114,,J,,,S,,,,,,0,,217,,0,99,99,99
000533,NAT IND E COM DE PCS AUTOMOTIVAS EIRELI,NAT IND E COM DE PCS AUTOMOTIVAS EIRELI,VILA SOCORRO,04761000,,,07866012000142,03827,,,,,RUA DOMINGOS JORGE,SP,,551156313211,149279180113,,J,,,S,,,,,,0,,895,,0,99,99,99
000534,PF PLASTICOS E MANGUEIRAS EIRELI,PF PLASTICOS E MANGUEIRAS EIRELI,CASA GRANDE,09961350,,,24230951000115,03417,,,,,AVENIDA CASA GRANDE,SP,,1140495420,286416434118,,J,,,S,,,,,,0,GALPO B,1534,,0,99,99,99
000535,BARI AUTOMOVEIS LTDA (JEEP PETROLINA),BARI AUTOMOVEIS LTDA (JEEP PETROLINA),JARDIM MARAVILHA,56306610,,,40830572000546,01588,,,,,AVENIDA AV. SETE DE SETEMBRO,PE,,8738628200,061440710,,J,,,S,,,,,,0,ANEXO 1A,S/N,,0,99,99,99
000536,CFR COM. DE MAQ. EQUIP.AGRI LTDA,CFR COM. DE MAQ. EQUIP.AGRI LTDA,JOAO XXIII,48900300,,,14218449000135,02042,,,,,"AV. JOA DURVAL CARNEIRO,",BA,,7436130401,13349361,,J,,,S,,,,,,0,,02,,0,99,99,99
000537,JUSCELIO DE SOUZA CAMPOS JUNIOR,JUSCELIO DE SOUZA CAMPOS JUNIOR,JATOBA,56332385,,,44737067000189,01588,,,,,AVENIDA BARAO DE CONTENDAS,PE,,8730328716,104311010,,J,,,S,00027191,,,,,0,,101 A,,0,99,99,99
000538,PNEUS DO VALE COMERCIO E SERVICOS LTDA,PNEUS DO VALE COMERCIO E SERVICOS LTDA,CASTELO BRANCO,48906510,,,16581655000130,02042,,,,,AVENIDA JOAO DURVAL CARNEIRO,BA,,7436116889,103042190,,J,,,S,00008945,,,,,0,.,1180,,0,99,99,99
000539,AGRO INDUSTRIAS DO VALE DO SAO FRANCISCO SA AGROVA,AGRO INDUSTRIAS DO VALE DO SAO FRANCISCO,ZONA RURAL,48903970,,,13642699000135,02042,,,,,FAZENDA MASSAYO,BA,,7436122911,010106570,,J,,,S,00000008,,,,,0,CX. POSTAL 331,0,,0,99,99,99
000540,DRIVEX DISTRIBUIDORA DE AUTOPEAS LTDA,DRIVEX,BELENZINHO,03062000,,,22616615000180,03827,,,,,HERVAL,SP,1126512735,,144670892113,,J,,,S,01008017,,,,,0,,1252,,0,99,99,99
000541,AUTOIMPACT COMERCIAL LTDA,AUTOIMPACT COMERCIAL LTDA,PEDRA BRANCA,88137270,,,09291877000153,04489,,,,,AV PEDRA BRANCA,SC,,4830347778,255542488,,J,,,S,,,,,,0,CD04 201A,184,,0,99,99,99
000542,LINS PNEUS E SERVICOS LTDA,LINS PNEUS E SERVICOS LTDA,SANTA MARIA,56200000,,,18268176000194,01576,,,,,RODOVIA BR-122 -KM 98 LOJA 10,PE,,87991783751,095964703,,J,,,S,00027809,,,,,0,,S/N,,0,99,99,99
000543,ROLAMENTOS VILLA EIRELI - EPP,FLAM,JARDIM ANSALCA,07241100,,,08189614000175,03477,,,,,RUA ESTANCIA,SP,,1123825191,336779446110,,J,,,S,,,,,,0,,159,,0,99,99,99
000544,ANKARA COMERCIO DE ACESSORIOS EIRELI,RETOV,BARRA FUNDA,01154050,,,06275257000132,03827,,,,,RUA CAMARAJIBE,SP,,1136663134,116815871118,,J,,,S,,,,,6,0,GALPAO COMERCIAL,113,,0,99,99,99
000545,J.F.S. JUNTAS INDUSTRIA LTDA ME,J.F.S. JUNTAS INDUSTRIA LTDA ME,SACOMA,04253050,,,05759559000113,03827,,,,,RUA ARROIO GRANDE,SP,,1150586464,116629447110,,J,,,S,,,,,,0,,487,,0,99,99,99
000546,TOWER PARTS AUTOPECAS S/A,IGASA,ITALIA,83020360,,,25048209000156,04259,,,,,R PEDRO ALVES DA ROCHA,PR,,4130307900,9076335602,,J,,,S,,,,,,0,,201,,0,99,99,99
000547,LEONARDO SILVA E SILVA EIRELI,LEONARDO SILVA E SILVA EIRELI,JARDIM SAO PAULO,48909031,,,33727372000173,02042,,,,,AVENIDA BENEDITO DE ALMEIDA MORAIS,BA,,7436137829,158317735,,J,,,S,,,,,,0,,1232,,0,99,99,99
000548,BLACKBOR IND. E COM. DE ARTEF. BORRACHA LTDA.-EPP,BLACKBOR IND. E COM. DE ARTEF. BORRACHA,BAIRRO NOVA PEREIRAS,18580000,,,22139945000121,03687,,,,,ACESSO LAURO DE ALMEIDA,SP,,1140551111,523013567116,,J,,,S,,,,,,0,,71,,0,99,99,99
000549,AUTOBIKE INDUSTRIA E COMERCIO DE AUTOPEC,ABD,CONCEICAO,09990280,,,38494281000159,03417,,,,,RUA TAPUIAS,SP,,1140542424,286626100117,,J,,,S,,,,,,0,,621,,0,99,-1,-1
000550,GIN PARTS IND. E COM. DE PECAS AUTOMOTIVAS EIRELI,BLAWER,VILA SACADURA CABRAL,09061070,,,35418312000102,03799,,,,,RUA SANTA CLARA,SP,,43671528,121368921111,,J,,,S,,,,,6,0,,244,,0,99,-1,-1
000551,AGM INDSTRIA DE JUNTAS AUTOMOTIVAS LTDA,AGM SAAS,JAUPACI,2318150,,,,05577,002,,+55 (11) 29535375,,VILA PAULISTANA,SP,,1129527618,,,J,,,S,,,,,7,0,AV JOSINO VIEIRA DE GOES 332,916,,0,99,99,99
000552,AMG DISTRIBUIDORA DE AUTO PEAS,AMG,PARAN,86026540,,,,04100,003,,+55 (43) 3374-5700,,ARARUANA,PR,,,,"A AMG  importadora e distribuidora de auto peas, linha leve e de coliso, como por exemplo, parachoques retrovisores,faris , milhas, paralamas, capos e muito mais!!",J,,,S,,,,,7,0,,121-83,,0,99,99,99
000553,RHOPEM INDUSTRIA E COMERCIO LTDA,RHOPEM INDUSTRIA E COMERCIO LTDA,DISTRITO INDUSTRIAL TANCREDO N,15076610,,,07818022000102,03821,,,,,RUA DOUTOR JOSE JORGE CURY,SP,,1732187142,647473513118,,J,,,S,,,,,,0,,109,,0,99,99,99
000554,BRAZMAX  COMERCIO  DE  PRODUTOS AUTOMOTIVOS LTDA,BRAZMAX  COMERCIO  DE  PRODUTOS AUTOMOTI,RECANTO EUCALIPTOS,43700000,,,04208093000103,02201,,,,,ROD BA 093 N95,BA,,557131736080,54485112,,J,,,S,,,,,,0,KM 0 SETOR J,SN,,0,99,99,99
000555,CAU BORRACHAS DO BRASIL COMERCIAL LTDA,CAUPLAS,PARQUE SAO PEDRO,08586150,,,11759400000100,03529,,,,,AV. INDUSTRIAL,SP,,1138311829,379375880115,,J,,,S,01014167,,,,,0,,595,,0,99,-1,-1
000556,LIDIANE OLIV.COM.VAREJ.DE FE.E FER.LTDA,LIDIANE OLIV.COM.VAREJ.DE FE.E FER.LTDA,ALTO DO CRUZEIRO,48905255,,,34338330000103,02042,,,,,RUA NAZILDA SILVA FONSECA,BA,,7436113353,159900204,,J,,,S,,,,,,0,,279,,0,99,99,99
000557,LL PNEUS- LL PNEUS COMERCIO E SERVICOS LTDA,LL PENUS,AREIA BRANCA,56330290,,,32825286000130,01588,010,,87996106666,,DA INTEGRACAO,PE,,8730242055,081572948,,J,,centroautomotivollpneus@gmail.com,S,00024276,,,,7,0,DOM MALAN,1322,,0,99,99,99
000558,MULTI QUALITA DISTRIBUIDORA DE AUTO PECAS LTDA,MULTI QUALITA DISTRIBUIDORA DE AUTO PECA,SAO DOMINGOS,88370777,,,12552648000230,04477,,,,,RUA JORNALISTA RUI ADEMAR RODRIGUES,SC,,4733490028,257537376,,J,,,S,,,,,,0,,1090,,0,99,99,99
000559,MARSCHALL IND. COM. IMP. E EXP. LTDA,MARSCHALL IND. COM. IMP. E EXP. LTDA,LIMOEIRO,44096486,,,02130525000177,01955,,,,,AV. DR. LUIS EDUARDO MAGALHAES,BA,,7521017272,047281819,,J,,,S,,,,,,0,,7000,,0,99,99,99
000560,COLINA AUTO PECAS E SERVICOS LTDA,COLINA AUTO PECAS E SERVICOS LTDA,JOSE E MARIA,56320000,,,02432989000138,01588,,,,,AVENIDA SETE DE SETEMBRO,PE,,8738633536,024586757,,J,,,S,,,,,,0,,930,,0,99,99,99
000561,SERTAO SERVICO DE COMUNICACAO MULTIMIDIA EIRELI,SERTAO SERVICO DE COMUNICACAO MULTIMIDIA,MANICOBA,48921000,,,30705591000163,02042,,,,,AV DR JORGE KHOURY,BA,,7436149650,149613321,,J,,,S,,,,,,0,,1,,0,99,99,99
000562,THOR LUBRIFICANTES DO BRASIL LTDA,THOR LUBRIFICANTES DO BRASIL LTDA,EDEN,18086603,,,30678739000118,03846,,,,,AV IPORANGA B,SP,,1532282664,798332731118,,J,,,S,,,,,,0,,275,,0,99,99,99
000563,JF ALINHAMENTO BALANCEAMENTO E SERVICOS LTDA,JF ALINHAMENTO BALANCEAMENTO E SERVICOS,ANTONIO CASSIMIRO,56321630,,,30519133000130,01588,,,,,AVENIDA FERNANDO FARIAS,PE,,87999794044,077423127,,J,,,S,00020185,,,,,0,,641,,0,99,99,99
000564,MONTKAR COMERCIO E DISTRIBUIDORA DE AUTO PECAS,RETROVEX,VILA JOAO RAMALHO,09371316,,,44369388000178,03827,,,,,RUA JOSE GARCIA SOBRINHO,SP,,1145550771,442586372114,,J,,,S,01014765,,,,,0,LETRA A,346,,0,99,99,99
000565,"EVOLUTTION AUTOMOTIVE, IND & COM FREIOS","EVOLUTTION AUTOMOTIVE, IND & COM FREIOS",SAO LUIZ,13477570,,,18986134000199,03283,,,,,RUA EUGENIO BERTINI,SP,,1921443040,165235796115,,J,,,S,,,,,,0,ANEXO NUMEROS 305 E 345,325,,0,99,99,99
000566,METALURGICA D S LTDA,MDS,VILA MACARINI,88818800,,,79414868000279,04383,,,,,RODOVIA SC-447,SC,,4834366700,254191495,NO TEM ESPECIAL - REP - BCR,J,,,S,,,,,,0,KM 49,SN,,0,99,99,99
000567,JMSR DISTRIBUIDORA DE PECAS LTDA,CRL,BAMBU,18540000,,,43788543000128,03718,,,,,R ANITA GARIBALDI,SP,,11989761672,554140853119,,J,,,S,,,,,,0,****,104,,0,99,-1,-1
000568,CEDEP COMERCIO LTDA (9),CEDEP COMERCIO LTDA (9),HUMILDES,44135000,,,14076889000952,01955,,,,,AV. DEP. LUIS EDUARDO MAGALHAES,BA,,7532115700,195670104,,J,,,S,,,,,,0,,0,,0,99,99,99
000569,BEZERRA E OLIV. COM. DE A. PECAS-L13,BEZERRA E OLIV. COM. DE A. PECAS-L13,G R PRES VARGAS,41230150,,,07221070001514,02160,,,,,AV. ALIOMAR BALEEIRO,BA,,7130388888,174642983,,J,,,S,,,,,,0,,1111,,0,99,99,99
000570,AUDIOTRONIC INDUSTRIA E COMER. DE CABOS E ACESS. A,AUDIOTRONIC INDUSTRIA E COMER. DE CABOS,CIDADE SAO MATEUS,03962090,,,33936748000150,03827,,,,,RUA PERO LOPES LOBO,SP,,1122696433,126257231111,,J,,,S,,,,,,0,,195,,0,99,99,99
000571,R2A DO BRASIL LTDA.,R2A DO BRASIL LTDA.,FEITAL,12441270,,,03447831000102,03692,,,,,BURITI,SP,,,528064202112,,J,,,S,,,,,,0,,2000,,0,99,99,99
000572,ALUGUEL SALGUEIRO,,A,,,,33333333333333,01600,004,,,,A,PE,,,,,J,,,S,,,,,6,0,,A,,0,99,99,99
000573,PW INDUSTRIA E COMERCIO DE COMPONENTES LTDA.,KATHO,JD FAZENDA RINCAO,07428280,,,59819938000180,03309,,,,,RUA LICATEM,SP,,1146548444,188081572116,,J,,,S,,,,,,0,"- ANEXO RUA ARUTEC,120",420,,0,99,99,99
000574,AGROSTAHL SA INDUSTRIA E COMERCIO,AGROSTAHL SA INDUSTRIA E COMERCIO,CORDEIROS,88311710,,,45493772000221,04434,,,,,RUA FRANCISCO REIS,SC,,1147188080,258912090,,J,,,S,,,,,,0,,505,,0,99,99,99
000575,OI S/A - EM RECUPERACAO JUDICIAL,OI S/A - EM RECUPERACAO JUDICIAL,ITAIGARA,41825000,,,76535764001891,02160,,,,,AV. ANTONIO CARLOS MAGALHAES,BA,,,62909340,,J,,,S,,,,,,0,,881,,0,99,99,99
000576,DAV BOR LTDA,DAV BOR LTDA,VILA SACADURA CABRAL,09060710,,,43721999000170,03799,,,,,RUA LUIS DE CAMOES,SP,,,121378731112,,J,,,S,,,,,,0,ANEXO RUA CANTAGALO 90,169,,0,99,99,99
000577,TROCAO CENTRO AUTOMOTIVO SERVICOS E PECA,TROCAO CENTRO AUTOMOTIVO SERVICOS E PECA,GERCINO COELHO,56308000,,,00729716000124,01588,,,,,AVENIDA CORONEL ANTONIO HONORATO VIANA,PE,,8738612382,021837813,,J,,,S,00000037,,,,,0,,159,,0,99,99,99
000578,INTERMEC AUTOMOTIVE IND. E COM. EIRELI - EPP,INTERMEC AUTOMOTIVE IND. E COM. EIRELI -,CENTRO,13825000,,,01343245000184,03481,,,,,RUA ROTA DOS IMIGRANTES N-,SP,,1938023131,747069713110,,J,,,S,,,,,,0,,2249,,0,99,99,99
000579,ASF INDUSTRIA DE AUTO PECAS LTDA,ASF INDUSTRIA DE AUTO PECAS LTDA,PEROVA,07430000,,,07123304000195,03309,,,,,ESTRADA DA LARANJA AZEDA,SP,,1146548477,188086087113,,J,,,S,,,,,,0,1o ANDAR - SALA 2,1483,,0,99,99,99
000580,NCA BRASIL PRODUTOS AUTOMOTIVOS LTDA,NCA BRASIL PRODUTOS AUTOMOTIVOS LTDA,CIDADE INDUSTRIAL SATELITE DE,07223130,,,24923058000175,03477,,,,,RUA PORTELANDIA,SP,,1125324032,796923788116,,J,,,S,,,,,,0,,192,,0,99,99,99
000581,SHOCKBRAS DISTRIBUIDORA E COMERCIO ATACADISTA DE P,SHOCKBRAS DISTRIBUIDORA E COMERCIO ATACA,CERAMICA,09581000,,,48502183000170,03810,,,,,R HAVAI,SP,,1139965202,636517259110,,J,,,S,01013931,,,,,0,,38,,0,99,99,99
000582,AUTO PECAS PADRE CICERO LTDA,AUTO PECAS PADRE CICERO LTDA,AFOGADOS,50770270,,,07965809003201,01594,,,,,RUA SANTOS ARAJO,PE,,,104902213,,J,,,S,,,,,,0,,90,,0,99,99,99
000583,ITAMAR ARAUJO OLIVEIRA & CIA LTDA,ITAMAR ARAUJO OLIVEIRA & CIA LTDA,DISTRITO INDUSTRIAL,48909725,,,06889804000846,02042,,,,,ROD BR 407,BA,,36511156,177826660,,J,,,S,,,,,,0,LOTE 25 26 33 34,SN,,0,99,99,99
000584,TELEACO BAHIA COM. EIRELI,TELEACO BAHIA COM. EIRELI,JOAO XXIII,48900365,,,06080347000178,02042,,,,,ROD LOMANTO JUNIOR,BA,,,63146571,,J,,,S,,,,,,0,,02,,0,99,99,99
000585,AF COMERCIO VAREJISTA DE PECAS E ACESSORIOS,AF COMERCIO VAREJISTA DE PECAS E ACESSOR,GERCINO COELHO,56306100,,,23929096000253,01588,,,,,RUA PAU FERRO,PE,,8738630452,074835203,,J,,,S,,,,,,0,,372A,,0,99,99,99
000586,ARACAJU PISOS E REVESTIMENTOS EIRELI (JUAZEIRO),ARACAJU PISOS E REVESTIMENTOS EIRELI (JU,JARDIM SAO PAULO,48909043,,,27123619000492,02042,,,,,RODOVIA BR-407,BA,,,168454122,,J,,,S,,,,,,0,,407,,0,99,99,99
000587,DESTAK EMBALAGEM EIRELI,DESTAK EMBALAGEM EIRELI,DISTRITO INDUSTRIAL,48909725,,,30820528000178,02042,,,,,RODOVIA BR 407,BA,,87988630407,149905020,,J,,,S,01012233,,,,,0,,SN,,0,99,99,99
000588,MARIA GORETTE C SILVA EIRELI,MARIA GORETTE C SILVA EIRELI,CENTRO,48904125,,,07660134000269,02042,,,,,"PCA. PEDRO PEREIRA PRIMO, 187A",BA,,7436135539,105891475,,J,,,S,,,,,,0,,0,,0,99,99,99
000589,MARIA GORETTE C SILVA EIRELI,MARIA GORETTE C SILVA EIRELI,DISTRITO INDUSTRIAL,48908000,,,07660134000188,02042,,,,,QUADRA QI-B,BA,,7436125022,067450589,,J,,,S,,,,,,0,,GALPAO 4,,0,99,99,99
